11	ERROR	SEM_INACCESSIBLE_CALL	Call 'TypeToken' is not accessible from here	src\main\java\dev\railroadide\railroad\settings\Settings.java:88:111 | src\main\java\dev\railroadide\railroad\settings\Settings.java:131:108 | src\main\java\dev\railroadide\railroad\settings\Settings.java:138:106 | src\main\java\dev\railroadide\railroad\settings\Settings.java:145:98 | src\main\java\dev\railroadide\railroad\settings\handler\SettingsHandler.java:23:129
3	ERROR	SEM_INACCESSIBLE_CALL	Call 'SimpleFileVisitor' is not accessible from here	src\main\java\dev\railroadide\railroad\ide\projectexplorer\ProjectExplorerPane.java:697:45 | src\main\java\dev\railroadide\railroad\ide\projectexplorer\task\SearchTask.java:31:42 | src\main\java\dev\railroadide\railroad\ide\projectexplorer\task\WatchTask.java:84:38
2	ERROR	SEM_INACCESSIBLE_CALL	Call 'SimpleJavaFileObject' is not accessible from here	src\main\java\dev\railroadide\railroad\ide\diagnostics\JavaDiagnosticsProvider.java:61:40 | src\main\java\dev\railroadide\railroad\ide\diagnostics\JdtDiagnosticsProvider.java:42:40
1	ERROR	SEM_INACCESSIBLE_CALL	Call 'FieldVisitor' is not accessible from here	src\main\java\dev\railroadide\railroad\ide\classparser\ClassStubVisitor.java:66:19
1	ERROR	SEM_INACCESSIBLE_CALL	Call 'AssertionError' is not accessible from here	src\test\java\dev\railroadide\railroad\plugin\PluginManagerTest.java:27:39
